"cg00478479"	"cg00509485"	"cg00901138"	"cg01174743"	"cg01565291"	"cg01601299"	"cg02001060"	"cg02027878"	"cg02156899"	"cg02451831"	"cg02841651"	"cg03052071"	"cg03192897"	"cg03419948"	"cg03680291"	"cg03780927"	"cg03787282"	"cg04017036"	"cg04467093"	"cg04554272"	"cg04861271"	"cg05088892"	"cg05204097"	"cg05210804"	"cg05367885"	"cg05374025"	"cg05797770"	"cg06242449"	"cg06361984"	"cg06382559"	"cg06649165"	"cg07354583"	"cg08137888"	"cg08615111"	"cg08640252"	"cg09229492"	"cg09465703"	"cg09918634"	"cg10501093"	"cg10794733"	"cg11210813"	"cg11669516"	"cg12097989"	"cg12176783"	"cg12451530"	"cg13069441"	"cg13349472"	"cg13448092"	"cg13628022"	"cg13967811"	"cg14251734"	"cg14351425"	"cg14459046"	"cg14535531"	"cg14711997"	"cg14769786"	"cg14886629"	"cg15036867"	"cg15246590"	"cg15249796"	"cg15297220"	"cg15682617"	"cg15701612"	"cg15787744"	"cg16017979"	"cg16149919"	"cg16304521"	"cg16386697"	"cg16611584"	"cg17018349"	"cg17086398"	"cg17139085"	"cg17501395"	"cg17801352"	"cg18104015"	"cg18174099"	"cg18415822"	"cg18512948"	"cg19127638"	"cg19303898"	"cg19442201"	"cg19545472"	"cg19682134"	"cg20242066"	"cg20488281"	"cg20680265"	"cg20683267"	"cg20895669"	"cg20956548"	"cg20975182"	"cg20977864"	"cg20988098"	"cg21299458"	"cg21637392"	"cg22234529"	"cg22551942"	"cg22632947"	"cg22660370"	"cg22745354"	"cg22877366"	"cg22993195"	"cg23024158"	"cg23206851"	"cg23634401"	"cg23793686"	"cg23855901"	"cg23906067"	"cg23980776"	"cg24195359"	"cg24490227"	"cg24667603"	"cg24942416"	"cg24985035"	"cg25073708"	"cg25468618"	"cg25663304"	"cg25862768"	"cg25974355"	"cg26093898"	"cg26227569"	"cg26469220"	"cg26616201"	"cg26890182"	"cg26943120"	"batch"	"subject"
"GSM2862808"	"0.613972204"	"0.673912178"	"0.378669039"	"0.399718101"	"0.599989342"	"0.341905711"	"0.785178544"	"0.42683119"	"0.85676337"	"0.795789971"	"0.73849967"	"0.699253626"	"0.685198101"	"0.597580115"	"0.400809735"	"0.446501782"	"0.619521309"	"0.81703082"	"0.459417881"	"0.748121217"	"0.889540847"	"0.505516741"	"0.840183138"	"0.657549888"	"0.478775874"	"0.478650031"	"0.809832519"	"0.350263341"	"0.910712948"	"0.283724824"	"0.664152211"	"0.087613433"	"0.382628583"	"0.504283235"	"0.522030277"	"0.689870361"	"0.570764836"	"0.447813356"	"0.897685072"	"0.50686378"	"0.345763403"	"0.748672444"	"0.361937986"	"0.811334486"	"0.882063492"	"0.464669816"	"0.621158118"	"0.529111327"	"0.291301933"	"0.175845607"	"0.505830667"	"0.149594535"	"0.329103864"	"0.456266003"	"0.81242875"	"0.172148732"	"0.744355426"	"0.433081414"	"0.527762157"	"0.348478162"	"0.196789092"	"0.169771693"	"0.813161245"	"0.653410664"	"0.879327486"	"0.842515227"	"0.133334547"	"0.772147605"	"0.5467188"	"0.854389871"	"0.179636852"	"0.737138787"	"0.194842575"	"0.609175722"	"0.780654052"	"0.799885572"	"0.211730884"	"0.28856527"	"0.771226639"	"0.476799769"	"0.755503673"	"0.522742566"	"0.537803613"	"0.530488461"	"0.295022323"	"0.795039506"	"0.310228667"	"0.682029461"	"0.554290584"	"0.778848284"	"0.644317957"	"0.505173236"	"0.444095469"	"0.077103949"	"0.573669683"	"0.772324232"	"0.461676348"	"0.403551696"	"0.577606138"	"0.279478806"	"0.824081337"	"0.374674125"	"0.241788858"	"0.350463275"	"0.734700241"	"0.876113206"	"0.506714842"	"0.826399357"	"0.746682279"	"0.30074327"	"0.329501094"	"0.915201248"	"0.798782908"	"0.296703528"	"0.744383624"	"0.21697981"	"0.301393649"	"0.475146424"	"0.901805175"	"0.439669433"	"0.550967067"	"0.570159413"	"0.84034052"	"0.399601614"	"1"	"0"
"GSM2862809"	"0.312302954"	"0.597253822"	"0.74595013"	"0.562797622"	"0.664506565"	"0.409735269"	"0.847258769"	"0.448173172"	"0.722120934"	"0.735296494"	"0.656859106"	"0.834635344"	"0.670859663"	"0.406412587"	"0.623455196"	"0.211657938"	"0.681892169"	"0.816325827"	"0.456643604"	"0.791564275"	"0.922976785"	"0.582354852"	"0.672758175"	"0.413807377"	"0.482167935"	"0.319572193"	"0.581642181"	"0.237479504"	"0.938489814"	"0.275406821"	"0.733806285"	"0.260993826"	"0.272629916"	"0.613468"	"0.342271359"	"0.74035424"	"0.37434685"	"0.797053178"	"0.899889794"	"0.558306328"	"0.462471892"	"0.730404558"	"0.494571226"	"0.819579781"	"0.892303009"	"0.456844705"	"0.674808875"	"0.443189267"	"0.304380362"	"0.242333285"	"0.488351932"	"0.284665064"	"0.368937802"	"0.547148019"	"0.516847568"	"0.131361368"	"0.856324478"	"0.428936032"	"0.45686318"	"0.349924605"	"0.377168023"	"0.286196872"	"0.841480017"	"0.687626881"	"0.900412886"	"0.717884226"	"0.163606914"	"0.765198447"	"0.511207114"	"0.854023681"	"0.3811876"	"0.639392139"	"0.582175809"	"0.569336734"	"0.655247228"	"0.802508833"	"0.265232454"	"0.178706559"	"0.87292108"	"0.589521946"	"0.807290169"	"0.510757605"	"0.399088088"	"0.832108009"	"0.232240241"	"0.744608166"	"0.309182915"	"0.651352132"	"0.606293912"	"0.718731812"	"0.552368517"	"0.66874505"	"0.31190879"	"0.172475377"	"0.44905257"	"0.800783018"	"0.570218397"	"0.540955442"	"0.551453978"	"0.521247449"	"0.828715688"	"0.427210106"	"0.251009223"	"0.637550492"	"0.690697514"	"0.91624406"	"0.548210029"	"0.830559624"	"0.70310141"	"0.556349257"	"0.351203039"	"0.862736698"	"0.728418061"	"0.362473862"	"0.709390553"	"0.303542863"	"0.136264197"	"0.587523369"	"0.908404811"	"0.508231836"	"0.628759067"	"0.636451056"	"0.796390571"	"0.447921818"	"1"	"0"
"GSM2862810"	"0.478553395"	"0.536356016"	"0.808877042"	"0.269447511"	"0.671751203"	"0.606365888"	"0.693140097"	"0.531802734"	"0.844727643"	"0.466094661"	"0.785313764"	"0.699301325"	"0.819844612"	"0.207617321"	"0.443896053"	"0.616305368"	"0.45749962"	"0.758450192"	"0.623099066"	"0.610583443"	"0.839481114"	"0.736534788"	"0.520139697"	"0.569544956"	"0.299846382"	"0.214760213"	"0.630018152"	"0.111722878"	"0.659549663"	"0.379064002"	"0.799643925"	"0.402392923"	"0.444976989"	"0.749498572"	"0.464208649"	"0.846369115"	"0.691809468"	"0.750015741"	"0.968471545"	"0.345933746"	"0.327609752"	"0.859773643"	"0.558712303"	"0.856853371"	"0.701023489"	"0.680048687"	"0.867321934"	"0.630288712"	"0.122874684"	"0.389085741"	"0.705950302"	"0.425590499"	"0.585935484"	"0.261037211"	"0.642063428"	"0.211521126"	"0.846186557"	"0.461277413"	"0.530066448"	"0.646907938"	"0.179261013"	"0.190032619"	"0.615641074"	"0.540160194"	"0.753744795"	"0.840428757"	"0.335353988"	"0.909076022"	"0.729661721"	"0.809512327"	"0.457064156"	"0.815233027"	"0.717182544"	"0.739330569"	"0.608834094"	"0.643135721"	"0.333115564"	"0.238980764"	"0.648030003"	"0.740449212"	"0.497887385"	"0.669521525"	"0.593957317"	"0.444525798"	"0.309885213"	"0.596998508"	"0.541830351"	"0.434859664"	"0.374714367"	"0.529979457"	"0.670410304"	"0.43706152"	"0.47651408"	"0.212163146"	"0.668484296"	"0.539527305"	"0.575921755"	"0.329234226"	"0.700858993"	"0.253903285"	"0.890579091"	"0.620996254"	"0.172761291"	"0.333452756"	"0.828233774"	"0.630427769"	"0.758686744"	"0.888383451"	"0.458236855"	"0.254005336"	"0.348748874"	"0.730184544"	"0.664468809"	"0.560867561"	"0.865714844"	"0.144159879"	"0.255455288"	"0.433184184"	"0.828885466"	"0.398959426"	"0.754604221"	"0.723407228"	"0.644042766"	"0.264084641"	"1"	"1"
"GSM2862811"	"0.484837889"	"0.539365331"	"0.728382977"	"0.185843042"	"0.637497247"	"0.497349155"	"0.633124731"	"0.603954529"	"0.859168464"	"0.452068476"	"0.753622547"	"0.623972131"	"0.807067245"	"0.217081122"	"0.30691246"	"0.721170893"	"0.445778353"	"0.742066371"	"0.632830616"	"0.668605691"	"0.787066463"	"0.71741559"	"0.476743061"	"0.617471782"	"0.289248391"	"0.315405366"	"0.678136095"	"0.129034569"	"0.613306069"	"0.339826157"	"0.763426171"	"0.377756417"	"0.385886864"	"0.642062396"	"0.571249874"	"0.770802789"	"0.749331592"	"0.678483364"	"0.970071499"	"0.31015417"	"0.335429868"	"0.77868825"	"0.588937253"	"0.870991816"	"0.720615133"	"0.700106302"	"0.81261218"	"0.59429954"	"0.096944163"	"0.370576962"	"0.734541495"	"0.341450795"	"0.524837314"	"0.194553014"	"0.798950927"	"0.37660744"	"0.633053503"	"0.387883957"	"0.612162065"	"0.57686186"	"0.259819045"	"0.193013122"	"0.555960405"	"0.509477994"	"0.732459405"	"0.869745701"	"0.373020231"	"0.867883077"	"0.690986553"	"0.809558049"	"0.43741636"	"0.773910394"	"0.569226182"	"0.766803826"	"0.75089781"	"0.545288762"	"0.30509909"	"0.25968802"	"0.50772805"	"0.616167776"	"0.568308304"	"0.720258095"	"0.850663284"	"0.367566431"	"0.396606668"	"0.565416091"	"0.516457473"	"0.431844823"	"0.314061678"	"0.620902474"	"0.630311197"	"0.354189888"	"0.44162826"	"0.258651765"	"0.691139991"	"0.635676078"	"0.639403001"	"0.293649851"	"0.730025016"	"0.295393277"	"0.866776316"	"0.631208492"	"0.148068629"	"0.260042769"	"0.786832151"	"0.416485595"	"0.710743004"	"0.84702206"	"0.379714348"	"0.251588139"	"0.305766462"	"0.723198142"	"0.608436464"	"0.53145505"	"0.862483541"	"0.20855814"	"0.291025793"	"0.388839045"	"0.801327883"	"0.327112138"	"0.643955439"	"0.713086872"	"0.658981468"	"0.270565829"	"1"	"1"
"GSM2862812"	"0.450164084"	"0.574407519"	"0.78044538"	"0.168934797"	"0.611759199"	"0.583738103"	"0.548875943"	"0.569686948"	"0.860060472"	"0.51837677"	"0.79963007"	"0.715362196"	"0.830853026"	"0.339307612"	"0.332817279"	"0.718246617"	"0.4488243"	"0.698912832"	"0.649269411"	"0.662805977"	"0.640688743"	"0.707910859"	"0.441283783"	"0.657107369"	"0.229200182"	"0.276180953"	"0.707802782"	"0.183911306"	"0.548133862"	"0.376704453"	"0.705393439"	"0.26220314"	"0.53454713"	"0.632145229"	"0.52706973"	"0.833199768"	"0.666846261"	"0.665241677"	"0.927987985"	"0.33649739"	"0.330606963"	"0.771417578"	"0.509398476"	"0.847608562"	"0.801975537"	"0.662044353"	"0.751567811"	"0.644545171"	"0.11623887"	"0.349907223"	"0.751710176"	"0.312612274"	"0.493569317"	"0.265797067"	"0.780661914"	"0.547826579"	"0.602704342"	"0.313444519"	"0.569629315"	"0.472155139"	"0.226753571"	"0.175583683"	"0.663082378"	"0.527458598"	"0.758852151"	"0.851012295"	"0.373714211"	"0.857361271"	"0.622418568"	"0.772302663"	"0.430530125"	"0.772753287"	"0.585548081"	"0.771176916"	"0.719411211"	"0.613728228"	"0.230567686"	"0.309223639"	"0.43061794"	"0.690036761"	"0.539100987"	"0.651038844"	"0.851456386"	"0.315204472"	"0.451723469"	"0.648848086"	"0.390989518"	"0.499383613"	"0.305595667"	"0.631183966"	"0.636748667"	"0.244313426"	"0.493103211"	"0.194377417"	"0.725286339"	"0.54231544"	"0.63538465"	"0.314767077"	"0.660022699"	"0.241513931"	"0.85673413"	"0.527594237"	"0.143174282"	"0.231145855"	"0.801172404"	"0.466294136"	"0.633053113"	"0.887827369"	"0.408462957"	"0.195339551"	"0.24651132"	"0.717017483"	"0.551900271"	"0.56850781"	"0.869261184"	"0.236471038"	"0.364644915"	"0.434583465"	"0.722154614"	"0.306213472"	"0.804251469"	"0.722881356"	"0.614037933"	"0.299786859"	"1"	"1"
"GSM5319587"	"0.469128279"	"0.662245832"	"0.532891037"	"0.566118478"	"0.516511068"	"0.383345993"	"0.665417504"	"0.42272757"	"0.322721605"	"0.78390371"	"0.766268753"	"0.637769598"	"0.656828797"	"0.392354513"	"0.490676099"	"0.328424341"	"0.476982106"	"0.855300772"	"0.496037315"	"0.476162505"	"0.862245351"	"0.554435619"	"0.903413659"	"0.230959515"	"0.460773274"	"0.578425116"	"0.745984798"	"0.283012753"	"0.929238407"	"0.099882353"	"0.727021616"	"0.06820094"	"0.389161645"	"0.626685613"	"0.11101592"	"0.641392225"	"0.297312761"	"0.814392328"	"0.543039974"	"0.48337664"	"0.370724559"	"0.637633364"	"0.476426692"	"0.432983349"	"0.469806449"	"0.347292119"	"0.584179279"	"0.442839795"	"0.303264904"	"0.236165312"	"0.528229583"	"0.179500226"	"0.292543956"	"0.47651324"	"0.331487092"	"0.299301107"	"0.830225549"	"0.482956112"	"0.167764851"	"0.394207577"	"0.352606593"	"0.297202424"	"0.626531114"	"0.603482539"	"0.895123955"	"0.779280561"	"0.267630961"	"0.662881325"	"0.341011556"	"0.888486251"	"0.236204646"	"0.665646569"	"0.151280492"	"0.63335576"	"0.707195856"	"0.835244035"	"0.198647986"	"0.350538646"	"0.861364886"	"0.513178711"	"0.661029729"	"0.669727697"	"0.111354387"	"0.621163826"	"0.282176522"	"0.776673452"	"0.266028297"	"0.630457169"	"0.449881737"	"0.583966079"	"0.613506614"	"0.515230715"	"0.139334032"	"0.394299236"	"0.739305848"	"0.735819038"	"0.443920696"	"0.350034515"	"0.724816458"	"0.376077821"	"0.39496657"	"0.376998392"	"0.4029753"	"0.292056377"	"0.690316913"	"0.887044545"	"0.53932528"	"0.433184644"	"0.711776679"	"0.756912816"	"0.564915231"	"0.815335227"	"0.815991121"	"0.390032652"	"0.279192399"	"0.144163251"	"0.257809007"	"0.431463181"	"0.936607007"	"0.430856213"	"0.578865163"	"0.673227189"	"0.742094341"	"0.592844755"	"2"	"0"
"GSM5319588"	"0.630501094"	"0.621307974"	"0.594907605"	"0.418338328"	"0.498340319"	"0.466601716"	"0.592487076"	"0.559725757"	"0.453082402"	"0.555449772"	"0.789014917"	"0.567259808"	"0.844817845"	"0.234981227"	"0.314412733"	"0.394828287"	"0.283980424"	"0.837931568"	"0.701015476"	"0.392814534"	"0.714966269"	"0.739865898"	"0.676797837"	"0.357453582"	"0.389722679"	"0.276728175"	"0.701729006"	"0.155533605"	"0.612246828"	"0.110802848"	"0.802910797"	"0.104356498"	"0.481366792"	"0.788778235"	"0.121100834"	"0.811578304"	"0.329198396"	"0.723054502"	"0.653122444"	"0.388540928"	"0.304194512"	"0.744831188"	"0.667250264"	"0.485973528"	"0.445108409"	"0.45332612"	"0.728093856"	"0.657490727"	"0.121037703"	"0.314733873"	"0.806158686"	"0.24072456"	"0.466506582"	"0.278814149"	"0.406756004"	"0.378829492"	"0.643142052"	"0.322434177"	"0.230291016"	"0.593553875"	"0.230741195"	"0.174060235"	"0.500445485"	"0.503052661"	"0.787003204"	"0.881817303"	"0.371147015"	"0.878710745"	"0.757825835"	"0.840347296"	"0.363188421"	"0.847530164"	"0.205945115"	"0.697252229"	"0.717661969"	"0.529806601"	"0.473321206"	"0.496466986"	"0.6605921"	"0.729494749"	"0.64416367"	"0.785331867"	"0.138018578"	"0.45134536"	"0.472187478"	"0.641451552"	"0.3135577"	"0.480121345"	"0.340589818"	"0.492779651"	"0.72730835"	"0.387907462"	"0.243250408"	"0.423164945"	"0.79166521"	"0.576395196"	"0.57143165"	"0.161016719"	"0.748584089"	"0.246003488"	"0.472142534"	"0.660141084"	"0.217138062"	"0.245013377"	"0.884727325"	"0.625531649"	"0.686834259"	"0.444747858"	"0.500277497"	"0.656482469"	"0.254944047"	"0.793988628"	"0.656348202"	"0.543223085"	"0.460010281"	"0.107931086"	"0.488300839"	"0.38347008"	"0.903857661"	"0.336042366"	"0.731793244"	"0.764271672"	"0.697915486"	"0.306078493"	"2"	"1"
"GSM5319589"	"0.344843688"	"0.632796057"	"0.638247501"	"0.527692766"	"0.510961827"	"0.450149884"	"0.763864012"	"0.431192234"	"0.191299967"	"0.773742876"	"0.736708297"	"0.573265176"	"0.659970225"	"0.392410736"	"0.467925497"	"0.339770271"	"0.590617099"	"0.861834789"	"0.437869781"	"0.470533891"	"0.849036792"	"0.501075031"	"0.865303546"	"0.181756048"	"0.510555058"	"0.507193936"	"0.726596218"	"0.387833554"	"0.941486675"	"0.098483282"	"0.753939177"	"0.052756918"	"0.33475201"	"0.624467535"	"0.10288195"	"0.668162331"	"0.281282645"	"0.793321343"	"0.579161234"	"0.499498523"	"0.312953218"	"0.607135042"	"0.460849543"	"0.431876478"	"0.482654517"	"0.343839564"	"0.628384737"	"0.375298488"	"0.286393469"	"0.248663379"	"0.490335994"	"0.162398784"	"0.324630939"	"0.550551447"	"0.388985222"	"0.289295189"	"0.743263955"	"0.543356638"	"0.142466393"	"0.338472778"	"0.299682643"	"0.226458456"	"0.605852051"	"0.604807727"	"0.832949721"	"0.764439436"	"0.223150855"	"0.713120915"	"0.638429546"	"0.894549787"	"0.236861363"	"0.668226772"	"0.117337338"	"0.507070945"	"0.715295391"	"0.851798819"	"0.325610576"	"0.288406085"	"0.860011796"	"0.558347311"	"0.767326427"	"0.724383684"	"0.106620997"	"0.561615318"	"0.320481148"	"0.78799525"	"0.248544675"	"0.615069111"	"0.496731668"	"0.588953303"	"0.627414323"	"0.507818879"	"0.135080424"	"0.347421354"	"0.723575131"	"0.786602288"	"0.446974809"	"0.318485367"	"0.639603805"	"0.341764841"	"0.415585515"	"0.362085134"	"0.317517372"	"0.26692993"	"0.671785707"	"0.890487923"	"0.514710578"	"0.428412098"	"0.763806936"	"0.75605386"	"0.572195808"	"0.811415272"	"0.805270244"	"0.411732501"	"0.297883794"	"0.168051305"	"0.244618874"	"0.418518645"	"0.910574052"	"0.479072647"	"0.572529026"	"0.574523454"	"0.747826816"	"0.501828649"	"2"	"0"
"GSM5319590"	"0.354558077"	"0.719572695"	"0.548754219"	"0.51377575"	"0.565364107"	"0.422456121"	"0.760174765"	"0.417548021"	"0.331281313"	"0.71824159"	"0.779548413"	"0.692696272"	"0.677226319"	"0.417174822"	"0.515153357"	"0.248780056"	"0.74562837"	"0.87747254"	"0.502272365"	"0.459584039"	"0.822742148"	"0.657528693"	"0.908605935"	"0.245835776"	"0.561431598"	"0.397260617"	"0.769802254"	"0.283607908"	"0.897973987"	"0.099332391"	"0.696349206"	"0.05176744"	"0.295134135"	"0.531720679"	"0.099951941"	"0.607363597"	"0.344118188"	"0.76704685"	"0.533312772"	"0.50130647"	"0.539975038"	"0.694316806"	"0.485139699"	"0.410190849"	"0.475563051"	"0.335650636"	"0.590804036"	"0.465611856"	"0.270775564"	"0.267647114"	"0.512073316"	"0.09155212"	"0.365400196"	"0.422325482"	"0.330751279"	"0.299763156"	"0.797407494"	"0.489900323"	"0.186841827"	"0.41356919"	"0.273805299"	"0.287773019"	"0.637128069"	"0.543835844"	"0.918064619"	"0.848591282"	"0.245567509"	"0.774753455"	"0.572357418"	"0.897105322"	"0.337036086"	"0.536217725"	"0.212200957"	"0.46793058"	"0.765449383"	"0.819609377"	"0.256968059"	"0.184810791"	"0.86690484"	"0.454484581"	"0.721983141"	"0.669527485"	"0.110944129"	"0.639680199"	"0.324544873"	"0.643685406"	"0.266567606"	"0.667551228"	"0.407960661"	"0.584115113"	"0.65421658"	"0.50202836"	"0.159486357"	"0.429676107"	"0.723575131"	"0.694426818"	"0.42279583"	"0.423102951"	"0.695067978"	"0.549576837"	"0.394264015"	"0.384399676"	"0.296977454"	"0.344184408"	"0.600568276"	"0.82697659"	"0.46968405"	"0.437998334"	"0.781107361"	"0.776874556"	"0.473030369"	"0.814115457"	"0.545672553"	"0.390329479"	"0.301557497"	"0.18655918"	"0.22152424"	"0.420842115"	"0.919939161"	"0.439263236"	"0.524371618"	"0.611941431"	"0.74539212"	"0.451846104"	"2"	"0"
"GSM5319591"	"0.634708146"	"0.415500985"	"0.633519581"	"0.431167636"	"0.48176664"	"0.541862828"	"0.62695366"	"0.552640286"	"0.443680804"	"0.521899028"	"0.815335227"	"0.423353642"	"0.835948876"	"0.297875136"	"0.359041184"	"0.375685926"	"0.315178821"	"0.794462942"	"0.672744622"	"0.374524569"	"0.7161652"	"0.635190572"	"0.678447298"	"0.377305911"	"0.346659487"	"0.267377371"	"0.725518223"	"0.257475263"	"0.516900805"	"0.108160664"	"0.806769163"	"0.138760183"	"0.480567589"	"0.647739506"	"0.107199439"	"0.810287434"	"0.333496403"	"0.660631389"	"0.636281805"	"0.393656197"	"0.243976951"	"0.783160634"	"0.583843543"	"0.450708093"	"0.430461134"	"0.457453513"	"0.822395766"	"0.6430877"	"0.178518678"	"0.343477082"	"0.804355827"	"0.288334623"	"0.775598787"	"0.245897145"	"0.403017851"	"0.367342185"	"0.650915908"	"0.289198315"	"0.301368362"	"0.620508307"	"0.168771382"	"0.130297887"	"0.490657336"	"0.479564495"	"0.798895098"	"0.899509048"	"0.48768257"	"0.883667899"	"0.710300511"	"0.81405893"	"0.463307314"	"0.772109317"	"0.297631256"	"0.751973516"	"0.677585655"	"0.512175257"	"0.510044433"	"0.447109934"	"0.729595005"	"0.685090145"	"0.709304139"	"0.791015734"	"0.221320428"	"0.420557425"	"0.439363165"	"0.637512886"	"0.414817474"	"0.455315224"	"0.41054761"	"0.437922122"	"0.745996475"	"0.432184375"	"0.194777129"	"0.481590505"	"0.775457688"	"0.555511276"	"0.618679024"	"0.15297825"	"0.755075027"	"0.128473455"	"0.471793549"	"0.605419202"	"0.209180563"	"0.168600395"	"0.876941632"	"0.700424656"	"0.698713635"	"0.450567448"	"0.521629852"	"0.679988601"	"0.324088726"	"0.78659256"	"0.664118762"	"0.524781425"	"0.508004812"	"0.079957782"	"0.434552992"	"0.40391655"	"0.89747162"	"0.381704967"	"0.71107725"	"0.800071039"	"0.697915486"	"0.235050561"	"2"	"1"
"GSM5319592"	"0.31144244"	"0.667581523"	"0.498715629"	"0.603255087"	"0.547005068"	"0.418080321"	"0.821736132"	"0.376270408"	"0.267866042"	"0.794640001"	"0.766268753"	"0.708144198"	"0.622061666"	"0.336071826"	"0.406268668"	"0.310410855"	"0.683575212"	"0.818445913"	"0.481755394"	"0.530382471"	"0.77152477"	"0.48561779"	"0.862281834"	"0.224644016"	"0.530601671"	"0.376733951"	"0.745641582"	"0.295490065"	"0.919494166"	"0.10054961"	"0.752859646"	"0.071808466"	"0.286844909"	"0.623979124"	"0.100428922"	"0.701276793"	"0.231802057"	"0.780728696"	"0.562915832"	"0.562664305"	"0.401786701"	"0.624059153"	"0.492280559"	"0.425585598"	"0.467310196"	"0.374392673"	"0.565451844"	"0.538062257"	"0.438876136"	"0.217134115"	"0.579301952"	"0.188612678"	"0.450945433"	"0.402258705"	"0.394003488"	"0.311391468"	"0.753572544"	"0.497161119"	"0.109593481"	"0.393199774"	"0.338599178"	"0.241223405"	"0.644868473"	"0.568633069"	"0.847097033"	"0.775189139"	"0.206901212"	"0.684577947"	"0.541950722"	"0.906253498"	"0.323715864"	"0.600651198"	"0.155607983"	"0.63283498"	"0.698252873"	"0.805644844"	"0.262030514"	"0.241657735"	"0.82936364"	"0.463816622"	"0.681850135"	"0.745984251"	"0.106620997"	"0.611727446"	"0.308611372"	"0.794642566"	"0.294861324"	"0.632292378"	"0.580324436"	"0.529514322"	"0.60062849"	"0.521014187"	"0.113034762"	"0.356946411"	"0.73176134"	"0.710936139"	"0.439820283"	"0.420431986"	"0.659782267"	"0.528644291"	"0.399041127"	"0.517105306"	"0.277503808"	"0.2745499"	"0.648351648"	"0.874642201"	"0.589392995"	"0.448033103"	"0.737879062"	"0.754521179"	"0.565147876"	"0.811900763"	"0.791467077"	"0.379106535"	"0.210850354"	"0.189376657"	"0.270442577"	"0.43937312"	"0.902743396"	"0.412380407"	"0.557043181"	"0.569611544"	"0.775976855"	"0.486382377"	"2"	"0"
"GSM5319593"	"0.360174406"	"0.640800074"	"0.453375657"	"0.531801219"	"0.54099212"	"0.405811086"	"0.817999586"	"0.42744103"	"0.369790008"	"0.773191337"	"0.776772704"	"0.606358009"	"0.534810297"	"0.36136067"	"0.402255823"	"0.23818682"	"0.534007751"	"0.842170536"	"0.463653862"	"0.46745785"	"0.85894756"	"0.641154295"	"0.858496394"	"0.191495724"	"0.447069969"	"0.568623579"	"0.773729761"	"0.206036047"	"0.914762704"	"0.098448752"	"0.662500566"	"0.047123419"	"0.316002697"	"0.599973807"	"0.102071472"	"0.632414736"	"0.300922243"	"0.742825881"	"0.506449434"	"0.423944814"	"0.402550498"	"0.669825665"	"0.382935501"	"0.427659226"	"0.490315913"	"0.351119004"	"0.570628936"	"0.402057894"	"0.210822097"	"0.174201708"	"0.462404181"	"0.160382732"	"0.308366629"	"0.409186592"	"0.35024849"	"0.268808211"	"0.770565764"	"0.421235736"	"0.188335176"	"0.278123582"	"0.312200786"	"0.241102428"	"0.633407411"	"0.599658357"	"0.857546844"	"0.835292817"	"0.202551001"	"0.705917367"	"0.427440913"	"0.889580524"	"0.20333394"	"0.545411482"	"0.154439801"	"0.595328407"	"0.756185646"	"0.802025685"	"0.230891505"	"0.26355083"	"0.827355425"	"0.386837571"	"0.786620492"	"0.633264484"	"0.109274894"	"0.447056653"	"0.269024145"	"0.710742535"	"0.210005547"	"0.640953272"	"0.486873171"	"0.581560451"	"0.60469616"	"0.496268935"	"0.152540728"	"0.387786896"	"0.714393895"	"0.751946739"	"0.396999143"	"0.321355037"	"0.694612349"	"0.403203111"	"0.4277676"	"0.340140788"	"0.2767266"	"0.30110024"	"0.691815595"	"0.812978566"	"0.548264879"	"0.434369041"	"0.737453341"	"0.744605005"	"0.405973509"	"0.815220468"	"0.817253504"	"0.368596275"	"0.344860514"	"0.152663688"	"0.272625004"	"0.424506056"	"0.918607837"	"0.424085509"	"0.530016885"	"0.525830439"	"0.720513595"	"0.506336872"	"2"	"0"
